date,close,daily_return_pct,vol_14d_pct,percentile_alltime
2021-06-01,1.0108,0.0,,
2021-06-02,1.0241,1.3158,,
2021-06-03,1.045,2.0408,,
2021-06-04,0.9683,-7.3397,,
2021-06-05,0.923,-4.6783,,
2021-06-06,0.947,2.6002,,
2021-06-07,0.8618,-8.9968,,
2021-06-08,0.8731,1.3112,,
2021-06-09,0.9218,5.5778,,
2021-06-10,0.8686,-5.7713,,
2021-06-11,0.8471,-2.4752,,
2021-06-12,0.8326,-1.7117,,
2021-06-13,0.8832,6.0773,,
2021-06-14,0.8906,0.8379,4.4176,
2021-06-15,0.8663,-2.7285,4.4381,
2021-06-16,0.832,-3.9594,4.4498,
2021-06-17,0.8419,1.1899,4.4083,
2021-06-18,0.7972,-5.3094,4.2419,
2021-06-19,0.7582,-4.8921,4.2545,
2021-06-20,0.7741,2.0971,4.2233,
2021-06-21,0.6067,-21.6251,6.4983,
2021-06-22,0.5468,-9.8731,6.6969,
2021-06-23,0.6383,16.7337,8.1754,
2021-06-24,0.6731,5.452,8.3388,
2021-06-25,0.6111,-9.2111,8.5755,
2021-06-26,0.6162,0.8346,8.6051,
2021-06-27,0.6484,5.2256,8.5524,
2021-06-28,0.6444,-0.6169,8.5285,
2021-06-29,0.7063,9.6058,9.0209,
2021-06-30,0.7063,0.0,8.9865,
2021-07-01,0.6591,-6.6827,9.0937,
2021-07-02,0.6556,-0.531,9.0264,
2021-07-03,0.6732,2.6846,9.0017,
2021-07-04,0.696,3.3868,9.0335,
2021-07-05,0.6526,-6.2356,7.106,
2021-07-06,0.6648,1.8694,6.4643,
2021-07-07,0.6522,-1.8953,4.955,
2021-07-08,0.6215,-4.7071,4.8876,
2021-07-09,0.6369,2.4779,4.2799,
2021-07-10,0.6246,-1.9312,4.3183,
2021-07-11,0.6364,1.8892,4.1214,
2021-07-12,0.6288,-1.1942,4.1298,
2021-07-13,0.6192,-1.5267,3.1392,
2021-07-14,0.6197,0.0807,3.1409,
2021-07-15,0.5979,-3.5178,2.8118,
2021-07-16,0.5893,-1.4384,2.8186,
2021-07-17,0.5821,-1.2218,2.6566,
2021-07-18,0.5866,0.7731,2.4236,
2021-07-19,0.557,-5.046,2.2604,
2021-07-20,0.5284,-5.1346,2.3222,
2021-07-21,0.5719,8.2324,3.4304,
2021-07-22,0.592,3.5146,3.428,
2021-07-23,0.6091,2.8885,3.4533,
2021-07-24,0.6085,-0.0985,3.422,
2021-07-25,0.6069,-0.2629,3.3759,
2021-07-26,0.6234,2.7187,3.45,
2021-07-27,0.6451,3.4809,3.5321,
2021-07-28,0.7327,13.5793,4.9023,
2021-07-29,0.7488,2.1974,4.717,
2021-07-30,0.7521,0.4407,4.6512,
2021-07-31,0.746,-0.8111,4.633,
2021-08-01,0.7242,-2.9223,4.7917,
2021-08-02,0.738,1.9056,4.4202,
2021-08-03,0.7136,-3.3062,4.2266,
2021-08-04,0.731,2.4383,3.8914,
2021-08-05,0.7327,0.2326,3.8823,
2021-08-06,0.7474,2.0063,3.8681,
2021-08-07,0.8162,9.2052,4.3037,
2021-08-08,0.7788,-4.5822,4.6134,
2021-08-09,0.817,4.905,4.6751,
2021-08-10,0.8511,4.1738,4.6936,
2021-08-11,1.0105,18.7287,5.6771,
2021-08-12,0.966,-4.4038,5.948,
2021-08-13,1.0901,12.8468,6.5439,
2021-08-14,1.2791,17.3379,7.4217,
2021-08-15,1.2839,0.3753,7.2426,
2021-08-16,1.1855,-7.6641,7.8718,
2021-08-17,1.0978,-7.3977,8.1971,
2021-08-18,1.1431,4.1264,8.1938,
2021-08-19,1.2347,8.0133,8.2129,
2021-08-20,1.2629,2.284,8.2081,
2021-08-21,1.2158,-3.7295,8.3131,
2021-08-22,1.226,0.839,8.0634,
2021-08-23,1.2457,1.6069,8.0701,
2021-08-24,1.1353,-8.8625,8.6542,
2021-08-25,1.1735,3.3647,7.4021,
2021-08-26,1.0712,-8.7175,7.7178,
2021-08-27,1.1918,11.2584,7.5532,
2021-08-28,1.1459,-3.8513,6.0928,
2021-08-29,1.1408,-0.4451,6.0871,
2021-08-30,1.1002,-3.5589,5.8362,
2021-08-31,1.1856,7.7622,5.8367,
2021-09-01,1.2362,4.2679,5.8427,
2021-09-02,1.2533,1.3833,5.4914,
2021-09-03,1.2907,2.9841,5.5128,
2021-09-04,1.2548,-2.7814,5.4684,
2021-09-05,1.3076,4.2078,5.5569,
2021-09-06,1.3894,6.2557,5.7421,
2021-09-07,1.1292,-18.7275,7.2974,
2021-09-08,1.0998,-2.6036,7.2768,
2021-09-09,1.0868,-1.182,6.8943,
2021-09-10,1.0552,-2.9076,6.2271,
2021-09-11,1.0787,2.2271,6.201,61.11
2021-09-12,1.1181,3.6525,6.2798,62.64
2021-09-13,1.0643,-4.8117,6.3396,63.04
2021-09-14,1.0963,3.0067,6.0335,56.99
2021-09-15,1.1207,2.2257,5.9439,55.32
2021-09-16,1.0902,-2.7215,5.9448,55.79
2021-09-17,1.0661,-2.2106,5.8586,54.17
2021-09-18,1.0751,0.8442,5.8617,54.64
2021-09-19,1.0483,-2.4928,5.6955,48.98
2021-09-20,0.9216,-12.0862,5.8925,55.56
2021-09-21,0.8743,-5.1324,3.9813,19.0
2021-09-22,1.0033,14.7547,5.8021,50.5
2021-09-23,1.0016,-0.1694,5.7993,50.0
2021-09-24,0.944,-5.7508,5.9313,57.28
2021-09-25,0.94,-0.4237,5.8795,55.77
2021-09-26,0.9436,0.383,5.7614,48.57
2021-09-27,0.9218,-2.3103,5.68,46.23
2021-09-28,0.8928,-3.146,5.601,44.86
2021-09-29,0.9268,3.8082,5.6864,47.22
2021-09-30,0.9533,2.8593,5.7602,49.54
2021-10-01,1.0422,9.3255,6.2982,68.18
2021-10-02,1.0359,-0.6045,6.2959,67.57
2021-10-03,1.0552,1.8631,6.2761,66.07
2021-10-04,1.0425,-1.2036,5.2991,38.94
2021-10-05,1.0839,3.9712,5.0575,38.6
2021-10-06,1.0765,-0.6827,3.539,13.91
2021-10-07,1.0678,-0.8082,3.5523,14.66
2021-10-08,1.0636,-0.3933,3.1182,5.98
2021-10-09,1.1604,9.1012,3.7331,16.1
2021-10-10,1.1352,-2.1717,3.8479,16.81
2021-10-11,1.1364,0.1057,3.73,15.83
2021-10-12,1.1018,-3.0447,3.7209,15.7
2021-10-13,1.1275,2.3325,3.677,15.57
2021-10-14,1.1336,0.541,3.6631,15.45
2021-10-15,1.1413,0.6793,2.9112,5.65
2021-10-16,1.1343,-0.6133,2.9115,6.4
2021-10-17,1.0944,-3.5176,3.0816,7.14
2021-10-18,1.0827,-1.0691,3.0771,7.09
2021-10-19,1.0911,0.7758,2.9116,7.03
2021-10-20,1.1455,4.9858,3.1598,11.63
2021-10-21,1.0886,-4.9673,3.4503,16.15
2021-10-22,1.0885,-0.0092,3.4471,15.27
2021-10-23,1.0934,0.4502,2.4237,3.03
2021-10-24,1.0821,-1.0335,2.3815,2.26
2021-10-25,1.0951,1.2014,2.4118,2.99
2021-10-26,1.1075,1.1323,2.3016,1.48
2021-10-27,0.995,-10.158,3.4053,15.44
2021-10-28,1.0579,6.3216,3.8657,27.74
2021-10-29,1.0825,2.3254,3.9218,30.43
2021-10-30,1.0846,0.194,3.9227,30.94
2021-10-31,1.1128,2.6,3.8738,28.57
2021-11-01,1.0915,-1.9141,3.8995,30.5
2021-11-02,1.1349,3.9762,4.0222,33.1
2021-11-03,1.2101,6.6261,4.1761,34.97
2021-11-04,1.2004,-0.8016,3.9176,30.56
2021-11-05,1.1581,-3.5238,4.0698,33.79
2021-11-06,1.151,-0.6131,4.0804,34.25
2021-11-07,1.2198,5.9774,4.2921,40.14
2021-11-08,1.2815,5.0582,4.421,43.92
2021-11-09,1.2571,-1.904,4.4943,45.64
2021-11-10,1.1902,-5.3218,3.746,24.67
2021-11-11,1.2142,2.0165,3.4941,19.21
2021-11-12,1.1883,-2.1331,3.5658,21.71
2021-11-13,1.1892,0.0757,3.5672,22.22
2021-11-14,1.1879,-0.1093,3.5334,20.13
2021-11-15,1.172,-1.3385,3.508,19.35
2021-11-16,1.0877,-7.1928,3.8918,31.41
2021-11-17,1.0953,0.6987,3.4165,14.01
2021-11-18,1.0406,-4.9941,3.5957,24.05
2021-11-19,1.0892,4.6704,3.7907,28.3
2021-11-20,1.0965,0.6702,3.7991,28.75
2021-11-21,1.0569,-3.6115,3.4597,18.63
2021-11-22,1.0354,-2.0343,3.0348,8.64
2021-11-23,1.0661,2.965,3.2368,12.88
2021-11-24,1.0326,-3.1423,3.0794,9.76
2021-11-25,1.0438,1.0846,3.0239,8.48
2021-11-26,0.9394,-10.0019,3.807,31.33
2021-11-27,0.9452,0.6174,3.8264,31.74
2021-11-28,0.9687,2.4862,3.9526,38.69
2021-11-29,0.9898,2.1782,4.0567,40.24
2021-11-30,0.9983,0.8588,3.7102,27.06
2021-12-01,0.9899,-0.8414,3.6947,26.9
2021-12-02,0.9716,-1.8487,3.5149,21.51
2021-12-03,0.9211,-5.1976,3.4103,15.03
2021-12-04,0.8449,-8.2727,3.8256,32.76
2021-12-05,0.8045,-4.7816,3.8774,36.0
2021-12-06,0.8255,2.6103,4.0428,42.05
2021-12-07,0.8154,-1.2235,3.8502,33.9
2021-12-08,0.8622,5.7395,4.2869,48.88
2021-12-09,0.8583,-0.4523,4.2469,47.49
2021-12-10,0.7992,-6.8857,3.8476,32.78
2021-12-11,0.8392,5.005,4.1401,45.3
2021-12-12,0.8393,0.0119,4.0496,42.31
2021-12-13,0.7818,-6.8509,4.2178,46.45
2021-12-14,0.8103,3.6454,4.3904,52.17
2021-12-15,0.8262,1.9622,4.4737,55.68
2021-12-16,0.8051,-2.5539,4.4849,55.91
2021-12-17,0.7966,-1.0558,4.348,51.34
2021-12-18,0.8262,3.7158,3.984,39.89
2021-12-19,0.835,1.0651,3.7699,28.57
2021-12-20,0.8798,5.3653,3.951,38.95
2021-12-21,0.9467,7.604,4.3083,51.31
2021-12-22,0.9537,0.7394,4.1173,43.75
2021-12-23,0.9941,4.2361,4.1911,46.11
2021-12-24,0.9115,-8.309,4.3969,53.61
2021-12-25,0.9252,1.503,4.2618,49.23
2021-12-26,0.92,-0.562,4.2719,49.49
2021-12-27,0.9269,0.75,3.7185,25.38
2021-12-28,0.8515,-8.1346,4.3672,53.54
2021-12-29,0.8171,-4.0399,4.4908,58.79
2021-12-30,0.8386,2.6313,4.4768,58.0
2021-12-31,0.8297,-1.0613,4.4769,58.21
2022-01-01,0.8507,2.531,4.4242,55.94
2022-01-02,0.8586,0.9286,4.4227,55.67
2022-01-03,0.8324,-3.0515,4.2622,48.04
2022-01-04,0.8228,-1.1533,3.6554,22.44
2022-01-05,0.7726,-6.1011,3.8518,31.55
2022-01-06,0.7791,0.8413,3.5859,21.74
2022-01-07,0.7634,-2.0151,3.0834,9.13
2022-01-08,0.7452,-2.3841,3.0005,6.7
2022-01-09,0.753,1.0467,3.0639,8.1
2022-01-10,0.7399,-1.7397,3.0073,7.11
2022-01-11,0.7703,4.1087,2.733,4.25
2022-01-12,0.7987,3.6869,2.7777,4.69
2022-01-13,0.768,-3.8437,2.8192,6.07
2022-01-14,0.7732,0.6771,2.8338,6.51
2022-01-15,0.7791,0.7631,2.7353,4.63
2022-01-16,0.7784,-0.0898,2.7074,4.15
2022-01-17,0.7617,-2.1454,2.6599,4.13
2022-01-18,0.7509,-1.4179,2.6647,4.57
2022-01-19,0.7381,-1.7046,2.222,0.45
2022-01-20,0.7199,-2.4658,2.2634,1.36
2022-01-21,0.6368,-11.5433,3.6271,27.48
2022-01-22,0.5966,-6.3128,3.8515,36.32
2022-01-23,0.6283,5.3134,4.1944,49.11
2022-01-24,0.6118,-2.6261,4.2088,49.33
2022-01-25,0.618,1.0134,3.9971,43.36
2022-01-26,0.6193,0.2104,3.7701,32.16
2022-01-27,0.6088,-1.6955,3.7242,30.26
2022-01-28,0.6111,0.3778,3.7121,29.26
2022-01-29,0.6174,1.0309,3.7248,30.87
2022-01-30,0.6013,-2.6077,3.7095,28.57
2022-01-31,0.6174,2.6775,3.8774,39.66
2022-02-01,0.6284,1.7817,3.9636,43.78
2022-02-02,0.6006,-4.4239,4.0501,46.58
2022-02-03,0.6102,1.5984,4.1069,48.09
2022-02-04,0.6555,7.4238,3.5204,22.46
2022-02-05,0.6656,1.5408,3.0166,10.97
2022-02-06,0.6825,2.5391,2.7988,7.14
2022-02-07,0.8314,21.8168,6.0071,81.59
2022-02-08,0.8763,5.4005,6.0421,82.08
2022-02-09,0.8697,-0.7532,6.0754,82.16
2022-02-10,0.8253,-5.1052,6.3075,85.54
2022-02-11,0.7591,-8.0213,6.8457,87.65
2022-02-12,0.8223,8.3256,7.0438,88.11
2022-02-13,0.8057,-2.0187,7.016,87.76
2022-02-14,0.8012,-0.5585,7.0544,88.21
2022-02-15,0.8515,6.2781,7.134,88.66
2022-02-16,0.8366,-1.7499,6.9821,86.69
2022-02-17,0.769,-8.0803,7.5086,90.76
2022-02-18,0.784,1.9506,7.3533,89.6
2022-02-19,0.8215,4.7832,7.4006,89.64
2022-02-20,0.7769,-5.4291,7.6228,91.27
2022-02-21,0.7018,-9.6666,5.5799,68.77
2022-02-22,0.7209,2.7216,5.3985,66.93
2022-02-23,0.6967,-3.3569,5.4234,67.06
2022-02-24,0.6963,-0.0574,5.3337,66.41
2022-02-25,0.7699,10.5702,5.7352,71.21
2022-02-26,0.7508,-2.4808,5.3099,65.89
2022-02-27,0.7215,-3.9025,5.37,66.41
2022-02-28,0.7809,8.2328,5.8367,73.85
2022-03-01,0.7839,0.3842,5.5744,68.58
2022-03-02,0.7687,-1.939,5.5778,68.7
2022-03-03,0.7515,-2.2375,5.1967,64.26
2022-03-04,0.7127,-5.163,5.3243,65.15
2022-03-05,0.754,5.7949,5.4024,66.42
2022-03-06,0.7251,-3.8329,5.3125,64.66
2022-03-07,0.7197,-0.7447,4.6509,59.93
2022-03-08,0.7207,0.1389,4.6015,58.96
2022-03-09,0.7658,6.2578,4.7494,61.71
2022-03-10,0.7361,-3.8783,4.8976,62.59
2022-03-11,0.8029,9.0749,4.689,60.52
2022-03-12,0.7857,-2.1422,4.6749,59.93
2022-03-13,0.7602,-3.2455,4.6342,58.97
2022-03-14,0.7748,1.9205,4.1384,43.8
2022-03-15,0.7657,-1.1745,4.1483,44.36
2022-03-16,0.7919,3.4217,4.2064,45.65
2022-03-17,0.7935,0.202,4.1478,44.04
2022-03-18,0.7965,0.3781,3.8443,30.94
2022-03-19,0.8194,2.8751,3.6455,23.3
2022-03-20,0.8057,-1.672,3.4946,18.93
2022-03-21,0.8373,3.9221,3.552,21.35
2022-03-22,0.8366,-0.0836,3.557,21.99
2022-03-23,0.8376,0.1195,3.2645,14.13
2022-03-24,0.8428,0.6208,3.0101,9.51
2022-03-25,0.8239,-2.2425,2.1274,0.35
2022-03-26,0.8327,1.0681,2.0327,0.35
2022-03-27,0.858,3.0383,1.8563,0.35
2022-03-28,0.8641,0.711,1.8341,0.35
2022-03-29,0.8577,-0.7407,1.8039,0.35
2022-03-30,0.8613,0.4197,1.6554,0.34
2022-03-31,0.8148,-5.3988,2.2697,3.44
2022-04-01,0.8277,1.5832,2.2969,3.77
2022-04-02,0.824,-0.447,2.1878,2.39
