date,close,daily_return_pct,vol_14d_pct,percentile_alltime
2021-06-01,2634.57,0.0,,
2021-06-02,2706.22,2.7196,,
2021-06-03,2857.25,5.5808,,
2021-06-04,2689.51,-5.8707,,
2021-06-05,2627.73,-2.2971,,
2021-06-06,2711.92,3.2039,,
2021-06-07,2592.05,-4.4201,,
2021-06-08,2507.23,-3.2723,,
2021-06-09,2610.18,4.1061,,
2021-06-10,2471.09,-5.3288,,
2021-06-11,2354.01,-4.738,,
2021-06-12,2370.74,0.7107,,
2021-06-13,2509.33,5.8459,,
2021-06-14,2580.77,2.847,4.0464,
2021-06-15,2543.54,-1.4426,4.0617,
2021-06-16,2367.89,-6.9057,4.3211,
2021-06-17,2373.28,0.2276,3.956,
2021-06-18,2234.09,-5.8649,3.9555,
2021-06-19,2164.67,-3.1073,3.9765,
2021-06-20,2243.47,3.6403,4.0132,
2021-06-21,1885.49,-15.9565,5.4894,
2021-06-22,1879.28,-0.3294,5.4964,
2021-06-23,1968.14,4.7284,5.5469,
2021-06-24,1989.52,1.0863,5.5041,
2021-06-25,1808.82,-9.0826,5.7994,
2021-06-26,1829.64,1.151,5.8135,
2021-06-27,1982.28,8.3426,6.0734,
2021-06-28,2084.41,5.1521,6.2179,
2021-06-29,2165.33,3.8822,6.3595,
2021-06-30,2275.68,5.0962,6.305,
2021-07-01,2106.41,-7.4382,6.5818,
2021-07-02,2154.13,2.2655,6.4509,
2021-07-03,2226.99,3.3823,6.4471,
2021-07-04,2322.69,4.2973,6.4727,
2021-07-05,2196.53,-5.4316,4.9543,
2021-07-06,2322.5,5.735,5.0636,
2021-07-07,2316.57,-0.2553,5.0099,
2021-07-08,2116.33,-8.6438,5.628,
2021-07-09,2146.99,1.4487,4.9455,
2021-07-10,2110.69,-1.6907,5.0076,
2021-07-11,2140.45,1.41,4.5982,
2021-07-12,2031.58,-5.0863,4.6393,
2021-07-13,1940.15,-4.5004,4.6311,
2021-07-14,1994.58,2.8055,4.4617,
2021-07-15,1919.51,-3.7637,4.1637,
2021-07-16,1876.26,-2.2532,4.1059,
2021-07-17,1899.59,1.2434,3.9818,
2021-07-18,1891.64,-0.4185,3.7051,
2021-07-19,1818.73,-3.8543,3.603,
2021-07-20,1786.03,-1.798,3.0337,
2021-07-21,1995.5,11.7282,4.6251,
2021-07-22,2024.56,1.4563,4.1309,
2021-07-23,2124.25,4.924,4.3244,
2021-07-24,2184.75,2.8481,4.3545,
2021-07-25,2189.79,0.2307,4.3443,
2021-07-26,2228.08,1.7486,4.0935,
2021-07-27,2299.49,3.205,3.8631,
2021-07-28,2300.9,0.0613,3.851,
2021-07-29,2382.92,3.5647,3.6474,
2021-07-30,2461.81,3.3106,3.504,
2021-07-31,2531.05,2.8126,3.5025,
2021-08-01,2555.69,0.9735,3.4481,
2021-08-02,2606.93,2.0049,3.0123,
2021-08-03,2509.04,-3.755,3.2513,
2021-08-04,2724.78,8.5985,2.6643,
2021-08-05,2826.99,3.7511,2.6788,
2021-08-06,2891.58,2.2848,2.5893,
2021-08-07,3160.31,9.2935,3.1625,
2021-08-08,3011.85,-4.6976,3.6559,
2021-08-09,3160.52,4.9362,3.7091,
2021-08-10,3141.66,-0.5967,3.7928,
2021-08-11,3160.5,0.5997,3.7723,
2021-08-12,3045.96,-3.6241,4.0526,
2021-08-13,3322.32,9.073,4.453,
2021-08-14,3263.16,-1.7807,4.568,
2021-08-15,3307.09,1.3462,4.5634,
2021-08-16,3146.53,-4.855,4.8889,
2021-08-17,3011.72,-4.2844,4.931,
2021-08-18,3014.55,0.094,4.5172,
2021-08-19,3184.12,5.6251,4.6283,
2021-08-20,3284.82,3.1626,4.6518,
2021-08-21,3223.43,-1.8689,4.0879,
2021-08-22,3238.0,0.452,3.8536,
