date,close,daily_return_pct,vol_14d_pct,percentile_alltime
2021-06-01,30.938,0.0,,
2021-06-02,33.994,9.8778,,
2021-06-03,39.602,16.497,,
2021-06-04,37.338,-5.7169,,
2021-06-05,39.633,6.1466,,
2021-06-06,42.205,6.4895,,
2021-06-07,38.235,-9.4065,,
2021-06-08,41.245,7.8724,,
2021-06-09,42.032,1.9081,,
2021-06-10,41.105,-2.2055,,
2021-06-11,36.157,-12.0375,,
2021-06-12,36.476,0.8823,,
2021-06-13,38.706,6.1136,,
2021-06-14,39.694,2.5526,7.4204,
2021-06-15,39.536,-0.398,7.429,
2021-06-16,39.728,0.4856,7.1082,
2021-06-17,39.265,-1.1654,5.7489,
2021-06-18,36.82,-6.2269,5.7872,
2021-06-19,35.19,-4.4269,5.6331,
2021-06-20,35.257,0.1904,5.2829,
2021-06-21,26.59,-24.5824,7.818,
2021-06-22,26.958,1.384,7.3866,
2021-06-23,30.837,14.389,8.5484,
2021-06-24,31.141,0.9858,8.5767,
2021-06-25,28.641,-8.028,8.2841,
2021-06-26,29.698,3.6905,8.3674,
2021-06-27,31.897,7.4045,8.4528,
2021-06-28,33.001,3.4611,8.4831,
2021-06-29,33.97,2.9363,8.541,
2021-06-30,35.51,4.5334,8.6434,
2021-07-01,33.271,-6.3053,8.7767,
2021-07-02,34.0,2.1911,8.669,
2021-07-03,34.498,1.4647,8.5941,
2021-07-04,34.28,-0.6319,8.5972,
2021-07-05,32.908,-4.0023,5.3967,
2021-07-06,34.226,4.0051,5.4287,
2021-07-07,36.673,7.1495,4.4714,
2021-07-08,33.142,-9.6283,5.2927,
2021-07-09,33.315,0.522,4.7262,
2021-07-10,31.693,-4.8687,4.9143,
2021-07-11,32.182,1.5429,4.552,
2021-07-12,30.77,-4.3875,4.5952,
2021-07-13,29.136,-5.3104,4.659,
2021-07-14,31.365,7.6503,4.9805,
2021-07-15,28.545,-8.9909,5.2357,
2021-07-16,26.271,-7.9664,5.4496,
2021-07-17,26.802,2.0212,5.4743,
2021-07-18,26.673,-0.4813,5.4764,
2021-07-19,24.509,-8.1131,5.7016,
2021-07-20,23.474,-4.2229,5.4805,
2021-07-21,26.7,13.7429,6.4818,
2021-07-22,27.699,3.7416,6.2743,
2021-07-23,28.516,2.9496,6.3493,
2021-07-24,28.616,0.3507,6.2583,
2021-07-25,28.248,-1.286,6.2336,
2021-07-26,28.184,-0.2266,6.1511,
2021-07-27,28.103,-0.2874,6.0011,
2021-07-28,27.875,-0.8113,5.6052,
2021-07-29,31.235,12.0538,5.985,
2021-07-30,32.354,3.5825,5.4929,
2021-07-31,36.744,13.5686,6.2959,
2021-08-01,34.165,-7.0188,6.7252,
2021-08-02,33.167,-2.9211,6.286,
2021-08-03,34.105,2.8281,6.014,
2021-08-04,35.76,4.8527,5.2544,
2021-08-05,37.353,4.4547,5.2722,
2021-08-06,39.525,5.8148,5.3488,
2021-08-07,39.469,-0.1417,5.3644,
2021-08-08,37.65,-4.6087,5.5935,
2021-08-09,38.646,2.6454,5.5524,
2021-08-10,40.64,5.1597,5.5392,
2021-08-11,41.621,2.4139,5.4498,
2021-08-12,41.102,-1.247,4.9319,
2021-08-13,44.83,9.0701,5.2426,
2021-08-14,44.14,-1.5391,4.326,
2021-08-15,53.531,21.2755,6.143,
2021-08-16,62.016,15.8506,6.6385,
2021-08-17,64.123,3.3975,6.6282,
2021-08-18,72.663,13.3182,6.9809,
2021-08-19,72.764,0.139,7.1108,
2021-08-20,78.643,8.0795,7.1506,
2021-08-21,73.801,-6.1569,7.6278,
2021-08-22,72.775,-1.3902,7.3841,
2021-08-23,75.623,3.9134,7.3615,
2021-08-24,70.527,-6.7387,7.9742,
2021-08-25,71.973,2.0503,7.9809,
2021-08-26,74.92,4.0946,7.8335,
2021-08-27,87.98,17.4319,8.4415,
2021-08-28,96.22,9.3658,8.2792,
2021-08-29,94.23,-2.0682,7.3415,
2021-08-30,110.25,17.001,7.4747,
2021-08-31,108.27,-1.7959,7.6451,
2021-09-01,110.71,2.2536,7.2097,
2021-09-02,128.23,15.8251,7.8243,
2021-09-03,146.4,14.1699,8.1771,
2021-09-04,138.88,-5.1366,8.0826,
2021-09-05,142.0,2.2465,7.9325,
2021-09-06,164.22,15.6479,8.362,
2021-09-07,173.46,5.6266,7.584,
2021-09-08,191.02,10.1234,7.4992,
2021-09-09,187.9,-1.6333,7.8223,
2021-09-10,179.6,-4.4172,7.7798,
2021-09-11,179.04,-0.3118,7.8367,77.78
2021-09-12,174.29,-2.653,7.8748,78.02
2021-09-13,169.53,-2.7311,7.307,58.7
2021-09-14,158.88,-6.2821,7.6184,68.82
2021-09-15,158.79,-0.0566,7.6588,71.28
2021-09-16,152.29,-4.0935,6.9395,51.58
2021-09-17,147.58,-3.0928,6.0489,38.54
2021-09-18,169.22,14.6632,6.8854,51.55
2021-09-19,152.76,-9.727,7.4759,66.33
2021-09-20,132.77,-13.0859,7.0471,53.54
2021-09-21,124.29,-6.387,6.8856,51.0
2021-09-22,148.02,19.0924,8.2726,85.15
2021-09-23,149.91,1.2769,8.3026,87.25
2021-09-24,139.13,-7.191,8.4077,89.32
2021-09-25,136.06,-2.2066,8.4032,88.46
2021-09-26,135.64,-0.3087,8.404,88.57
2021-09-27,136.35,0.5234,8.4101,89.62
2021-09-28,132.2,-3.0436,8.3112,84.11
2021-09-29,135.25,2.3071,8.352,84.26
2021-09-30,141.37,4.525,8.4044,88.07
2021-10-01,161.56,14.2817,9.1351,100.0
2021-10-02,168.98,4.5927,8.4021,84.68
2021-10-03,172.98,2.3671,7.932,72.32
2021-10-04,167.13,-3.3819,7.0259,47.79
2021-10-05,164.62,-1.5018,6.7209,42.98
2021-10-06,153.87,-6.5302,5.1983,8.7
2021-10-07,154.26,0.2535,5.1927,8.62
2021-10-08,158.86,2.982,4.7845,5.98
2021-10-09,156.84,-1.2716,4.7448,5.93
2021-10-10,147.55,-5.9232,5.0751,10.08
2021-10-11,144.77,-1.8841,5.1197,10.83
2021-10-12,152.32,5.2152,5.1467,11.57
2021-10-13,148.04,-2.8099,5.2322,13.93
2021-10-14,150.02,1.3375,5.1327,11.38
2021-10-15,163.18,8.7722,4.1895,0.81
2021-10-16,157.54,-3.4563,4.0927,0.8
2021-10-17,160.12,1.6377,4.0614,0.79
2021-10-18,157.12,-1.8736,4.0023,0.79
2021-10-19,155.78,-0.8529,3.9925,0.78
2021-10-20,176.72,13.442,4.9662,12.4
2021-10-21,190.5,7.7976,5.2453,20.77
2021-10-22,196.29,3.0394,5.2463,21.37
2021-10-23,197.75,0.7438,5.1914,16.67
2021-10-24,202.14,2.22,4.7292,9.02
2021-10-25,209.7,3.74,4.5866,6.72
2021-10-26,199.85,-4.6972,4.9101,11.85
2021-10-27,184.49,-7.6858,5.3933,28.68
2021-10-28,195.42,5.9244,5.4981,35.04
2021-10-29,200.41,2.5535,5.1793,18.12
2021-10-30,195.7,-2.3502,5.1094,15.83
2021-10-31,202.49,3.4696,5.1298,17.14
2021-11-01,203.9,0.6963,5.0396,14.89
2021-11-02,220.82,8.2982,5.2171,22.54
