date,close,daily_return_pct,vol_14d_pct,percentile_alltime
2021-06-01,36693.09,0.0,,
2021-06-02,37568.68,2.3863,,
2021-06-03,39246.79,4.4668,,
2021-06-04,36829.0,-6.1605,,
2021-06-05,35513.2,-3.5727,,
2021-06-06,35796.31,0.7972,,
2021-06-07,33552.79,-6.2675,,
2021-06-08,33380.81,-0.5126,,
2021-06-09,37388.05,12.0046,,
2021-06-10,36675.72,-1.9052,,
2021-06-11,37331.98,1.7894,,
2021-06-12,35546.11,-4.7838,,
2021-06-13,39020.57,9.7745,,
2021-06-14,40516.29,3.8332,5.2819,
2021-06-15,40144.04,-0.9188,5.2977,
2021-06-16,38349.01,-4.4715,5.4416,
2021-06-17,38092.97,-0.6677,5.3195,
2021-06-18,35819.84,-5.9673,5.3039,
2021-06-19,35483.72,-0.9384,5.2221,
2021-06-20,35600.16,0.3282,5.2192,
2021-06-21,31608.93,-11.2113,5.7752,
2021-06-22,32509.56,2.8493,5.8294,
2021-06-23,33678.07,3.5944,4.922,
2021-06-24,34663.09,2.9248,4.9887,
2021-06-25,31584.45,-8.8816,5.4121,
2021-06-26,32283.65,2.2137,5.3661,
2021-06-27,34700.34,7.4858,5.0764,
2021-06-28,34494.89,-0.5921,4.9196,
2021-06-29,35911.73,4.1074,5.094,
2021-06-30,35045.0,-2.4135,5.0109,
2021-07-01,33504.69,-4.3952,5.1101,
2021-07-02,33786.55,0.8413,4.9133,
2021-07-03,34669.13,2.6122,4.9648,
2021-07-04,35286.51,1.7808,4.9865,
2021-07-05,33690.14,-4.524,4.1302,
2021-07-06,34220.01,1.5728,4.0922,
2021-07-07,33862.12,-1.0459,4.0114,
2021-07-08,32875.71,-2.913,4.0016,
2021-07-09,33815.81,2.8596,3.2797,
2021-07-10,33502.87,-0.9254,3.265,
2021-07-11,34258.99,2.2569,2.6682,
2021-07-12,33086.63,-3.4221,2.8049,
2021-07-13,32729.77,-1.0786,2.5332,
2021-07-14,32820.02,0.2757,2.4922,
2021-07-15,31880.0,-2.8642,2.3453,
2021-07-16,31383.87,-1.5562,2.3413,
2021-07-17,31520.07,0.434,2.1974,
2021-07-18,31778.56,0.8201,2.1344,
2021-07-19,30839.65,-2.9545,1.9664,
2021-07-20,29790.35,-3.4024,1.9892,
2021-07-21,32144.51,7.9024,3.0274,
2021-07-22,32287.83,0.4459,2.9449,
2021-07-23,33634.09,4.1696,3.0557,
2021-07-24,34258.14,1.8554,3.0789,
2021-07-25,35381.02,3.2777,3.1382,
2021-07-26,37237.6,5.2474,3.2015,
2021-07-27,39457.87,5.9624,3.3985,
2021-07-28,40019.56,1.4235,3.3842,
2021-07-29,40016.48,-0.0077,3.1968,
2021-07-30,42206.37,5.4725,3.2,
2021-07-31,41461.83,-1.764,3.3334,
2021-08-01,39845.44,-3.8985,3.6613,
2021-08-02,39147.82,-1.7508,3.564,
2021-08-03,38207.05,-2.4031,3.4682,
2021-08-04,39723.18,3.9682,3.1071,
2021-08-05,40862.46,2.868,3.1071,
2021-08-06,42836.87,4.8318,3.1484,
2021-08-07,44572.54,4.0518,3.202,
2021-08-08,43794.37,-1.7459,3.3125,
2021-08-09,46253.4,5.6149,3.3427,
2021-08-10,45584.99,-1.4451,3.1958,
2021-08-11,45511.0,-0.1623,3.21,
2021-08-12,44399.0,-2.4434,3.3225,
2021-08-13,47800.0,7.6601,3.58,
2021-08-14,47068.51,-1.5303,3.5678,
2021-08-15,46973.82,-0.2012,3.3262,
2021-08-16,45901.29,-2.2833,3.3629,
2021-08-17,44695.95,-2.6259,3.3804,
2021-08-18,44705.29,0.0209,3.3,
2021-08-19,46760.62,4.5975,3.4021,
2021-08-20,49322.47,5.4786,3.4575,
2021-08-21,48821.87,-1.015,3.391,
2021-08-22,49239.22,0.8548,3.322,
2021-08-23,49488.85,0.507,3.0531,
2021-08-24,47674.01,-3.6672,3.2056,
2021-08-25,48973.32,2.7254,3.2571,
2021-08-26,46843.87,-4.3482,3.4163,
2021-08-27,49069.9,4.752,3.0386,
2021-08-28,48895.35,-0.3557,3.0048,
2021-08-29,48767.83,-0.2608,3.0056,
2021-08-30,46982.91,-3.66,3.1096,
2021-08-31,47100.89,0.2511,3.0085,
2021-09-01,48810.52,3.6297,3.116,
2021-09-02,49246.64,0.8935,2.9232,
2021-09-03,49999.14,1.528,2.5926,
2021-09-04,49915.64,-0.167,2.575,
2021-09-05,51756.88,3.6887,2.7261,
2021-09-06,52663.9,1.7525,2.7486,
2021-09-07,46863.73,-11.0136,3.9357,
2021-09-08,46048.31,-1.74,3.8791,
2021-09-09,46395.14,0.7532,3.7239,
2021-09-10,44850.91,-3.3284,3.5661,
2021-09-11,45173.69,0.7197,3.5815,67.78
2021-09-12,46025.24,1.8851,3.6338,68.13
2021-09-13,44940.73,-2.3563,3.5637,61.96
2021-09-14,47111.52,4.8303,3.7972,70.97
2021-09-15,48121.41,2.1436,3.7163,69.15
2021-09-16,47737.82,-0.7971,3.7118,68.42
2021-09-17,47299.98,-0.9172,3.6862,67.71
2021-09-18,48292.74,2.0989,3.7389,71.13
2021-09-19,47241.75,-2.1763,3.6102,64.29
2021-09-20,43015.62,-8.9458,4.1301,77.78
2021-09-21,40734.38,-5.3033,3.3666,49.0
2021-09-22,43543.61,6.8965,3.9104,73.27
2021-09-23,44865.26,3.0352,3.9984,74.51
2021-09-24,42810.57,-4.5797,4.0814,76.7
2021-09-25,42670.64,-0.3269,4.0726,75.96
2021-09-26,43160.9,1.1489,4.0484,75.24
2021-09-27,42147.35,-2.3483,4.0481,74.53
2021-09-28,41026.54,-2.6593,3.813,68.22
2021-09-29,41524.28,1.2132,3.7671,66.67
2021-09-30,43824.1,5.5385,4.1249,78.9
2021-10-01,48141.61,9.8519,4.9093,80.91
2021-10-02,47634.9,-1.0525,4.8914,80.18
2021-10-03,48200.01,1.1863,4.86,79.46
2021-10-04,49224.94,2.1264,4.1459,78.76
2021-10-05,51471.99,4.5649,3.8325,65.79
2021-10-06,55315.0,7.4662,3.8895,66.96
2021-10-07,53785.22,-2.7656,4.0415,71.55
2021-10-08,53951.43,0.309,3.7088,58.12
2021-10-09,54949.72,1.8503,3.6645,56.78
2021-10-10,54659.0,-0.5291,3.7139,59.66
2021-10-11,57471.35,5.1453,3.6209,54.17
2021-10-12,55996.93,-2.5655,3.6118,53.72
2021-10-13,57367.0,2.4467,3.5989,52.46
2021-10-14,57347.94,-0.0332,3.5372,47.15
2021-10-15,61672.42,7.5408,3.2053,29.03
2021-10-16,60875.57,-1.2921,3.2212,31.2
2021-10-17,61528.33,1.0723,3.223,31.75
2021-10-18,62009.84,0.7826,3.2321,32.28
2021-10-19,64280.59,3.6619,3.1832,24.22
2021-10-20,66001.41,2.677,2.7702,10.85
2021-10-21,62193.15,-5.77,3.1656,24.62
2021-10-22,60688.22,-2.4198,3.2894,36.64
2021-10-23,61286.75,0.9862,3.2791,35.61
2021-10-24,60852.22,-0.709,3.2847,36.84
2021-10-25,63078.78,3.659,3.1652,23.88
2021-10-26,60328.81,-4.3596,3.3276,42.22
2021-10-27,58413.44,-3.1749,3.4172,50.0
2021-10-28,60575.89,3.702,3.5334,51.82
2021-10-29,62253.71,2.7698,3.0273,15.22
2021-10-30,61859.19,-0.6337,3.0101,15.11
2021-10-31,61299.8,-0.9043,3.0104,15.71
2021-11-01,60911.11,-0.6341,3.0069,14.18
2021-11-02,63219.99,3.7906,3.0185,16.9
2021-11-03,62896.48,-0.5117,2.9211,11.19
2021-11-04,61395.01,-2.3872,2.5785,6.94
2021-11-05,60937.12,-0.7458,2.504,5.52
2021-11-06,61470.61,0.8755,2.5012,5.48
2021-11-07,63273.59,2.9331,2.5961,9.52
2021-11-08,67525.83,6.7204,2.9707,15.54
2021-11-09,66947.66,-0.8562,2.6816,10.74
2021-11-10,64882.43,-3.0848,2.6722,10.67
2021-11-11,64774.26,-0.1667,2.554,7.28
2021-11-12,64122.23,-1.0066,2.5001,5.26
2021-11-13,64380.0,0.402,2.4884,4.58
2021-11-14,65519.1,1.7693,2.49,5.19
2021-11-15,63606.74,-2.9188,2.6304,12.26
2021-11-16,60058.87,-5.5778,2.8508,17.31
2021-11-17,60344.87,0.4762,2.8576,17.83
2021-11-18,56891.62,-5.7225,3.1495,32.91
2021-11-19,58052.24,2.0401,3.2146,40.25
2021-11-20,59707.51,2.8513,3.305,46.88
2021-11-21,58622.02,-1.818,3.2133,39.75
2021-11-22,56247.18,-4.0511,2.631,12.35
2021-11-23,57541.27,2.3007,2.7868,16.56
2021-11-24,57138.29,-0.7003,2.7286,15.24
2021-11-25,58960.36,3.1889,2.9202,19.39
2021-11-26,53726.53,-8.8769,3.6143,66.27
2021-11-27,54721.03,1.851,3.6786,68.86
2021-11-28,57274.88,4.667,3.9077,76.79
2021-11-29,57776.25,0.8754,3.8883,75.74
2021-11-30,56950.56,-1.4291,3.6489,66.47
2021-12-01,57184.07,0.41,3.6479,66.08
2021-12-02,56480.34,-1.2306,3.343,51.16
2021-12-03,53601.05,-5.0979,3.5328,57.8
2021-12-04,49152.47,-8.2994,3.922,78.16
2021-12-05,49396.33,0.4961,3.9454,78.86
2021-12-06,50441.92,2.1167,3.9396,78.41
2021-12-07,50588.95,0.2915,3.8637,74.01
2021-12-08,50471.19,-0.2328,3.8668,74.16
2021-12-09,47545.59,-5.7966,3.8962,75.98
2021-12-10,47140.54,-0.8519,3.3066,45.0
2021-12-11,49389.99,4.7718,3.5548,57.46
2021-12-12,50053.9,1.3442,3.2921,43.41
2021-12-13,46702.75,-6.6951,3.566,59.02
2021-12-14,48343.28,3.5127,3.7876,71.74
2021-12-15,48864.98,1.0792,3.8104,72.43
2021-12-16,47632.38,-2.5225,3.8295,73.12
2021-12-17,46131.2,-3.1516,3.7167,68.98
2021-12-18,46834.48,1.5245,3.1567,30.32
2021-12-19,46681.23,-0.3272,3.1491,29.63
2021-12-20,46914.16,0.499,3.0854,26.32
2021-12-21,48889.88,4.2114,3.3112,45.03
2021-12-22,48588.16,-0.6171,3.3131,45.83
2021-12-23,50838.81,4.6321,3.1425,29.02
2021-12-24,50820.0,-0.037,3.1239,28.35
2021-12-25,50399.66,-0.8271,2.914,16.41
2021-12-26,50775.49,0.7457,2.901,16.33
2021-12-27,50701.44,-0.1458,2.2049,2.54
2021-12-28,47543.74,-6.228,2.6682,11.11
2021-12-29,46464.66,-2.2697,2.7031,13.07
2021-12-30,47120.87,1.4123,2.664,11.0
2021-12-31,46216.93,-1.9183,2.5788,8.96
2022-01-01,47722.65,3.2579,2.6861,13.86
2022-01-02,47286.18,-0.9146,2.6981,14.29
2022-01-03,46446.1,-1.7766,2.7391,16.18
2022-01-04,45832.01,-1.3222,2.4855,3.9
2022-01-05,43451.13,-5.1948,2.7732,17.96
2022-01-06,43082.31,-0.8488,2.3376,2.9
2022-01-07,41566.48,-3.5185,2.3908,4.33
2022-01-08,41679.74,0.2725,2.426,4.78
2022-01-09,41864.62,0.4436,2.4088,4.76
2022-01-10,41822.49,-0.1006,2.4104,5.21
2022-01-11,42729.29,2.1682,2.149,1.89
2022-01-12,43902.66,2.7461,2.2778,3.29
2022-01-13,42560.11,-3.058,2.3174,3.74
2022-01-14,43059.96,1.1745,2.3378,4.65
2022-01-15,43084.29,0.0565,2.1065,1.39
2022-01-16,43071.66,-0.0293,2.1125,1.84
2022-01-17,42201.62,-2.02,2.1228,2.29
2022-01-18,42352.12,0.3566,2.1293,2.74
2022-01-19,41660.01,-1.6342,1.7341,0.45
2022-01-20,40680.91,-2.3502,1.8104,0.9
2022-01-21,36445.31,-10.4118,3.0834,34.68
2022-01-22,35071.42,-3.7697,3.1501,39.91
2022-01-23,36244.55,3.345,3.3394,55.8
2022-01-24,36660.35,1.1472,3.3778,57.78
2022-01-25,36958.32,0.8128,3.3078,51.77
2022-01-26,36809.34,-0.4031,3.1505,39.65
2022-01-27,37160.1,0.9529,3.1508,39.91
2022-01-28,37716.56,1.4975,3.1671,41.48
2022-01-29,38166.84,1.1939,3.2047,44.35
2022-01-30,37881.76,-0.7469,3.1976,42.86
2022-01-31,38466.9,1.5446,3.2367,48.28
2022-02-01,38694.59,0.5919,3.2422,48.5
2022-02-02,36896.36,-4.6472,3.4007,61.11
2022-02-03,37311.61,1.1254,3.4055,61.7
2022-02-04,41574.25,11.4244,3.532,63.56
2022-02-05,41382.59,-0.461,3.3082,52.74
2022-02-06,42380.87,2.4123,3.2744,48.74
2022-02-07,43839.99,3.4429,3.326,55.23
2022-02-08,44042.99,0.463,3.3312,56.25
2022-02-09,44372.72,0.7487,3.3019,51.04
